review,sentiment
三大 运营商 月份 数据 报告 中国移动 表现 最为 突出 ,1
中国 手机 再战 印度 是 狭路相逢 还是 同舟共济 ,1
G 禁令 出台 后 澳媒 感慨 没 中企 G 建设 很 困难 ,0
上海 火箭 村万 村镇 青年 造出 全球 一半 iPhone ,1
法国电信 廉价 冲击 意 市场 中国电信 获准 登陆 亚平宁 ,1
中国联通 主导 的 首条 南 大西洋 国际 海底 光缆 全线贯通 ,1
研究 美国 不 限流 套餐 套路 满满 ,0
备战 G 市场 通宇通讯 近 亿元 收购 江嘉 科技 ,1
IPv 部署 提速 三大 运营商 今年 目标 用户 不 低于 万 ,1
我国 首款 商用 G 硅光 芯片 投产 支持 Gbs 信号 传输 ,1
三大 运营商 G 频谱 划分 初定 联通 电信 抢得 C 位 ,1
工信部 加快 G 系统 等 重点 频率 规划 和 许可 进度 ,1
工信部 G 用户 达 亿户 宽带用户 总数 达 亿户 ,1
小米 股价 再度 跌破 发行价 早盘 跌幅 近 ,0
Facebook 成立 网络连接 新 部门 在 全球 推广 互联网 ,1
中国 铁塔 上市 心病 负债率 高 利润 低等 亟待解决 ,0
小米 再度 破发 翻倍 将成 泡影 ,0
流量 不 限量 属 虚假 广告 湖南 工商 责令 运营商 停发 ,0
FCC 宣布 G 频谱 拍卖 规定 将 先 拍卖 GHz 频段 ,1
大 福音 两岸 一家亲 中 移动 取消 台湾 漫游费 ,1
垃圾 短信 举报 乱象 频出 恶意 投诉 或成 行业 潜规则 ,0
中国 三大 运营商 牵头 成立 区块 链 组织 ,1
中国电信 任命 朱敏 为 执行 副总裁 财务总监 及 董秘 ,1
中国 铁塔 寻求 最快 于 月 日 在 香港 上市 ,1
一 电信 网络 诈骗 团伙 落网 开设 多个 虚假 网络 投资 平台 ,0
人民日报 海外版 G 临门 海归 创业 瞄准 万物 互联 ,1
中卫 一季度 信息 传输 等 行业 对 GDP 贡献率 达 ,1
中兴通讯 确认 获美 商务部 暂时 部分 解禁 ,1
小米 暗盘 叫价 港元 券商 孖 展客 具持 货力 未 急 斩仓 ,0
中国 手机 迎接 大 航海 时代 ,1
三大 运营商 已 取消 流量 漫游费 但 计费 方式 暂未 调整 ,1
G 预计 年 实现 商用 运营商 如何 建网 未知 ,1
G 商用 进入 倒计时 运营商 发力 推广 企业 实施 场景 落地 ,1
对话 高通 总裁 G 专利 授权 模式 不变 明年 推 G 功能 手机 ,1
华为 徐直军 明年 推 支持 G 的 麒麟 芯片 G 手机 ,1
标准 正式 出台 G 商用 进入 全面 冲刺 阶段 ,1
年内 再降 G 手机 流量 资费 或 接近 元 ,1
中国联通 月 起 取消 流量 漫游 省内 流量 升级 为 国内 流量 ,1
中国移动 用户 总数 破 亿 G 用户数 达到 亿 ,1
G 商业化 开始 最后 冲刺 将 实现 完全 移动 互联 ,1
工信部 继续 做好 G 基站 与 同频 卫星 地球 站 兼容 测试 ,1
一加 全球 销量 破 万台 开售 仅天 ,1
北欧 五国 发布 G 合作 宣言 推动 五国成 首个 G 互联 地区 ,1
工信部 今年 移动 流量 资费 将 下降 以上 ,1
中国 流量 费有 多 高 比 欧盟 贵是 印度 的 倍 ,0
运营商 自查 整改 不 限量 套餐 宣传 将 明示 限速 等 条款 ,1
中国 G 发展 让 美国 慌 了 赢得 G 大战 对 美国 有 什么 影响 ,1
工信 部将 促进 G 创新 链 产业链 资金 链 贯通 ,1
天 开通 多条 G 电路 的 全 光网 意味着 什么 ,1
中国移动 一号 双 终端 震撼 来袭 沟通 抬腕 可达 ,1
国家 广播电视 总局局长 聂辰席 会见 中国移动 董事长 尚冰 ,1
小米 传月 日 上市 聆讯 部署 月 上旬 于 港股 挂牌 上市 ,1
手机号 QQ号 微信 能 不能 继承 法律 方面 尚属 空白 ,0
中兴通讯 国产 供应商 接到 供货 信号 国产 替代 加速 ,1
小米 募 主要 投资者 估值 约 亿美元 下周 推出 新 旗舰机 ,1
两部委 发声 移动 流量 平均 单价 年内 降 以上 ,1
中国 铁塔 佟吉禄 电信 日 致辞 信息 通信 网络 是 AI 基础 ,1
小米 交 一季度 海外 市场 成绩单 欧洲地区 增长率 超 ,1
美国 放生 中兴 的 背后 交换条件 是 什么 ,0
效仿 SpaceXFacebook 将 提供 卫星 互联网服务 ,1
联通新 轮 中高层 调整 涉 多名 总部 部门 及省 公司 一把手 ,0
太空 WiFi 就要 来 了 争夺 控制权 或成 大国 博弈 焦点 ,1
联发科 表示 nmG 芯片 最快 明年 预 商用 ,1
功能 机 暴增 智能机 疲软 中国 手机 在 印度 遭遇 了 什么 ,0
中国联通 一季度 已经 翻身 王卡 用户 近 亿 ,1
手机 行业 继续 负增长 大鱼吃小鱼 行情 加速 ,0
内忧外患 中 黄章 的 梦想 机难 救 魅族 一世 ,0
魅族 十五 的 月亮 十六 也 圆 不了 ,0
美媒 假想 苹果 在 华 禁售 华为 将成 最大 智能手机 制造商 ,1
三大 运营商 集中 启动 G 试点 手机 网速 至少 快倍 ,1
传 小米 估值 亿美元 上市 雷军 个人 财富 为 亿美元 ,1
美国 法官 华为 无法 阻止 三星 在 中国 制造 并 销售 手机 ,0
小米 最快 月 申请 港股 上市 估值 介于 亿至 亿美元 ,1
联通 电信 移动 百元 不 限量 套餐 并非 真 无限 ,0
智能手机 出货量 大降 华为 P 的 雄心 来自 何方 ,0
中国联通 发布 通告 正式 开始 关闭 G 网络 ,1
郭 明 錤 中国 手机 厂商 在 核心技术 上 迅速 赶上 苹果 ,1
华为 数字化 转型 进入 深水 ,1
金立 手机 重组 方案 仍 未有 时间表 代理商 月 亏 百万 ,0
揭秘 区块 链 手机 到底 是 黑 科技 还是 伪 概念 ,0
OPPO 宣布 成立 研究院 称 将 加强 GAI 等 技术 研究 ,1
美国 封杀 华为 设备 华为 所言 不实 将 伤害 美国 消费者 ,0
工信部 二月份 查处 黑 广播 违法犯罪 案件 起 ,0
中国联通 副总裁 韩志刚 离职 跳槽 新华 三 出任 联席 总裁 ,0
三大 运营商 之殇 缺失 流量 漫游费 背后 的 痛 ,0
对话 工信 部副 部长 提速 降费 将 带来 哪些 实惠 ,1
李克强 取消 流量 漫游费 流量 资费 年内 至少 降 ,1
免费 让 人 蹭 WiFi 是 门 好生意 这家 公司 两年 亏 亿 ,0
GTT 以 亿美元 收购 欧洲 最大 光纤网络 运营商 Interoute ,1
中国移动 宣布 年 将 建 世界 规模 最大 G 试验 网 ,1
美国 参议员 们 提议 禁止 中国 通信 设备 准入 美国 ,0
流量 漫游 时代 将 终结 运营商 迎来 提速 降费 攻坚战 ,1
互联网 套餐 受 追捧 虚拟 运营商 转正 难谈 破局 ,0
美国政府 考虑 建设 国有 G 网络 可 年内 建成 ,1
中国 智能手机 零增长 时代 华为 小米 和 OPPO 零 和 博弈 ,0
电信业 改革 进程 提速 虚拟 运营商 牌照 上半年 有望 发放 ,1
G 建设 进程 加速 推进 大 产业 前景 重塑 板块 估值 ,1
我国 将 推动 北斗 进入 国际 民航 组织 ,1
工信部 明年 继续 提速 降费 加快 普及 百兆 宽带 ,1
走近 颠覆性 技术 量子 通信 能否 取代 传统 通信 ,1
上海 质监 天猫 等 品牌 电视 机顶盒 抽查 不 合格 ,0
四问 量子 通信 迄今 唯一 被 证明 无条件 安全 的 通信 方式 ,1
工信部 确定 G 使用 频段 产业链 即将 迎来 变革 ,1
云 通信 行业 趋热 巨头 纷纷 入局 争抢 百亿 蛋糕 ,1
思科 即将 收购 电信 软件 公司 BroadSoft 价格 约 亿美元 ,1
童 国华 十九 大 开幕 后谈 感想 在 特种 通信 领域 做强 做 优 ,1
量子 技术 产业化 背后 尖端 团队 有 分量 基础 人才 缺 数量 ,1
量子 通信 市场前景 可 达 千亿 行业龙头 接受 IPO 辅导 ,1
中国 量子 通信 国际 领先 业内 预计 普及性 应用 还 需年 ,1
广东省 工商局 电话卡 一经 启用 不予 退货 条款 将 删除 ,1
北斗 服务 多座 智慧 城市 中国 标准 标配 全球 市场 ,1
年 中国 国际 信息 通信 展览会 在京开幕 ,1
中国联通 大 数据 公司 成立 将 与 混改 投资方 资源 互补 ,1
刘 爱力 调任 中 电信 总经理 是否 兼任 铁塔 董事长 仍 是 谜 ,1
G 概念 躁动 光通信 前景 广阔 布局 通信 正 当时 ,1
HTC 与 谷歌 达成 亿美元 交易 Pixel 手机 团队 加入 谷歌 ,1
HTC 市场份额 仅剩 恐成 又 一个 诺基亚 ,0
三大 运营商 巨额 坏账 背后 爆卡 产业 透支 至今 难 根除 ,0
国内 长漫费终 谢幕 提速 降费 持续 惠民 ,1
手机 长途 漫游费 明 起 取消 三大 运营商 同时 实施 ,1
三大 运营商 月 日 取消 长途 漫游费 无需 申请 自动 生效 ,1
中国电信 月 日 起 取消 国内 手机 长途 和 漫游费 ,1
上海交大 世界 首个 海水 量子 通信 实验 成功 ,1
联通 称 股权 激励 解锁 条件 严苛 员工 要 很 努力 才能 兑现 ,0
家 供应商 在 乐视 讨债 天 不 还 钱 就 拼命 耗到 死 ,0
中国联通 打头阵 央企 混改 不 一刀切 ,1
联通 混改 释放 福利 超人 持股 五折 认购 ,1
中国联通 正式 发布 混合 所有制 改革 试点 方案 ,1
HMD 公司 暗示 正在 研发 一款 比 诺基亚 更 大屏幕 的 手机 ,1
联通 从 上交所 撤下 混改 方案 内容 与定 增新规 或 不相容 ,0
中国联通 公布 混改 方案 腾讯 百度 大 概率 进入 董事会 ,1
新规 满月 仍难 卸载 预装 软件 利益 博弈 是 持续 拉锯 主因 ,0
工信部 新 批号 段 出炉 电信 移动 联通 ,1
四川 九寨沟 级 地震 三大 运营商 抢险 保 灾区 通信 畅通 ,1
乐视 手机 线下 体验 店 大批 关停 殃及 迪信通 ,0
魅族 机海 战术 受挫 放慢 节奏 短短 一年 半已 亏损 超亿 ,0
工信部 移动 宽带用户 普及率 已 完成 年度 目标 ,1
TCL集团 拟以 亿元 购买 华星 光电 约 股权 ,1
三星电子 第二季度 营业 利润 达 亿元 创 历史记录 ,1
华为 有 员工 绝望 表面 光鲜 但 房价 涨 工作 十年 买不起 ,0
中兴 加大 G 研发 投入 今年 开始 翻 一倍 ,1
三大 运营商 G 外场 试验 扩围 备战 年后 规模 商用 ,1
河南 移动 恢复 销售 OPPOG 机型 陆续 上架 ,1
拉 手机 厂商 站台 六模 全 网通 联通 电信 联手 狙击 中 移动 ,1
三星 手机 爆炸 炸伤 女童 家属 索赔 万 三星公司 未 回应 ,0
北京地铁 推出 手机 一卡通 今起 试点 刷 手机 出行 ,1
G 或许 会 让 消费者 失望 因为 它 除了 速度快 没 别的 优势 ,0
中兴 发 G 端到 端 整体 解决方案 称 公司 G 份额 将 超 G ,1
美国 非盈利 组织 提议 不准 将 手机 卖 给 岁 以下 的 孩子 ,0
移动 公司 让 客户 证明 我 是 我 民警 怒 怼 贵 单位 真牛 ,0
董明珠 太 自信 新手机 定价 元 结果 官网 只 卖出 部 ,0
彭博 一家 美国 投行 愿 零 费用 承销 中国 铁塔 IPO ,1
小米 欲 在 印度 建 手机 产业 供应链 ,1
诀别 拥抱 乐视 大腿 酷派 去年 巨亏 亿 ,0
工信部 G 拟 使用 MHz 和 MHz 频段 ,1
不 限 流量 大战 中国移动 为何 踩 刹车 ,0
中国 运营商 建设 数据中心 热情 不减 美国 同行 态度 冷淡 ,0
中国移动 千方百计 阻止 无限 流量 计划 回应 称系 误读 ,0
中国 废旧 手机 调查 存量 约 亿部 回收率 仅 有 左右 ,0
董明珠 再谈 格力 手机 华为 卖 老大 我 就 卖 老二 ,1
上海 联通 推出 提速 降费 十大 举措 ,1
G 金句 行业 专家 一句 话 点评 G 发展 ,1
G 将 至 运营商 管道化 趋势 明显 同业 合作 或成 解药 ,1
中国联通 宣布 启动 窄带 物 联网 网络 试 商用 ,1
中 联通 继续 停牌 个 月 混改 将 引入 有 业务 整合 投资者 ,1
联通 混 改路 漫漫 董事长 盼 独立 运营 ,1
中国联通 董事长 正 与 十 部委 沟通 混改 含 员工 持股 计划 ,1
我国 或成 全球 第二 大 ICT 市场 政策 利好 带来 新 商业机会 ,1
工信 部谈 提速 降费 三 电信 企业 近期 将 公布 具体 方案 ,1
运营商 渠道 终端 销售 下滑 低端 手机 产业链 恐受 冲击 ,0
中国移动 支付 巨头 鏖战 东南亚 野心 如何 征服 市场 ,1
万款 应用程序 遭 苹果 下架律 所 召集 开发者 声讨 苹果 ,0
三大 运营商 高管 人均 薪酬 万 电信 董事长 万 领衔 ,1
中国 手机 称霸 印度 当地 企业 呼吁 抵制 ,0
三星 称 S 预订 量 超过 S 想 借 新手机 复兴 中国 业务 ,1
三大 运营商 齐发 力 千兆 宽带 业内 国内 普及 还 需 数年 ,0
华为 告赢 三星 的 象征意义 大过 实际 ,0
中国 经理 撕 印度 国旗 OPPO 分公司 遭 抗议 包围 ,0
净利润 暴跌 中国联通 怎么 了 ,0
中国移动 分红 预期 落空 市值 半日 跌掉 亿元 ,0
三大 运营商 年 财报 出炉 ,1
中兴通讯 PCT 国际 专利申请 三度 夺冠 连续 年 居 全球 前 三 ,1
无限 流量 与 G 要来 但 距 淘汰 WiFi 还有 多远 ,0
联通 混改 方案 或 于 两会 期间 出台 体制 突破 才 是 实质性 利好 ,1
原 中国移动 董事长 取消 长途 和 漫游费 可以 拉动 消费 ,1
虚拟 运营商 困兽犹斗 分享 通信 欠款 已达 亿元 ,0
中国移动 与 美国 ATT 在 物 联网 上 展开 合作 ,1
中国 今年 计划 发射 颗 通信卫星 高铁 有望 网络 全 覆盖 ,1
联通 试点 资费 新政 破 批零 倒挂 虚商 发牌 在 即 盈利 成首考 ,1
工信部 启动 码号 回收 机制 收回 小米 电信 码号 资源 ,1
提速 降费 迈入 第三年 提升 用户 获得 感 仍 是 风向标 ,1
工信部 第一版 G 标准 年 形成 中国 G 用户 已达 亿 ,1
韩国 监管 机构 认定 高通 垄断 处罚 亿美元 ,0
河南 移动用户 状告 中国移动 胜诉 后者 存在 虚假 宣传 ,0
铁塔 公司 降 成本 遭打 脸新 垄断 或 将 全民 买单 ,0
中国 G 时间表 提前 年 开始 大规模 外场 测试 ,1
中国移动 年 重心 转向 发展 G ,1
中国移动 总裁 李跃 G 是 修路 G 是 造城 ,1
G 大运 存长 续航 魅族 魅蓝 Note 已 卖断 货 ,1
国内 G 频谱 分配 将 招标 拍卖 运营商 有喜有忧 ,1
前 十月 通信 设备 业 出口 交货值 同比 增长 生产 手机 亿部 ,1
我国 G 商用 时间表 出炉 布局 提速 刺激 产业链 升级 ,1
iPhone 概念图 曝光 回归 iPhone 造型 ,1
中国 企业 G 研发 劲头 足 频谱 战略规划 待 落实 ,1
惠阳 个 热点 区域 开通 免费 公共 WiFi ,1
北斗 产业 突破 最后 一 公里 全球战略 提速 ,1
中国卫星 手机 售价 一万元 起 堪称 白菜价 ,1
网络安全 法 通过 重大 突发事件 可 采取 网络通信 管制 ,1
中国联通 举办 年 合作伙伴 大会 ,1
科学家 初步 实现 激光 脉冲 量子 远距 传输 ,1
中国联通 两 副总 被 免职 ,0
魅族 金刚 熊猫 成 国民 老公 遭 女主播 强 撩 ,1
工信 部手机 开卡留 照片 ,1
评论 中国联通 混向 何方 ,0
谷歌 和 Facebook 与 中国 企业 合作 修建 跨 太平洋 超高速 光缆 ,1
联通 混改 拉开序幕 与 电信 合并 传言 落空 ,1
上市 不到 一个月 国行 iPhone 价格 大跳水 ,0
事故 频发 美国 第二 大 无线 运营商 ATT 考虑 停售 三星 Note ,0
互联网 模式 助力 实体 商户 和 信通 打造 OO 完整 闭环 ,1
中科院 院士 详解 量子 称霸 时间表 构建 全球 星地 量子 通信 ,1
三大 运营商 各 出奇 招 防范 电信 诈骗 ,1
中国电信 G 用户数 首次 过 亿 ,1
工信部 推进 宽带 网络 基建 加快 发展 光纤 和 G ,1
中国电信 公布 月 运营 数据 G 用户 达 亿 ,1
中国移动 打造 VoLTE 加密 通信 业务 平台 ,1
虚拟 运营商 号段 成 电信 犯罪 重灾区 ,0
G 推进 阻力 大 面临 多 利益 方 博弈 ,0
北京 推出 新一代 移动 通信 技术 突破 及 产业 发展 专项规划 ,1
迪信通 联想 签 百亿元 大单 ,1
中国移动 要 在 年 商用 G 网络 ,1
TCL 通讯 最快 将 于 月 日 从 香港联交所 退市 ,0
原 广东 移动 董事长 钟 天华 加盟 阿里 任 副总裁 ,1
新华社 记者 暗访 不用 身份证 仍 可 买 到 手机卡 ,0
除了 漫游费 还有 多少 兔子 的 尾巴 长 不了 ,1
美国 MHz 频谱 拍卖 总金额 超 亿美元 远 低于 目标 ,0
中国电信 上半年 净利 亿元 同比 上涨 ,1
IDC 中国 公有 云 市场 仍 处于 初期 投入 阶段 ,0
超 六成 网友 何时 下调 流量 费 ,0
交了 年 的 漫游费 这座 冰山 终于 要化 了 ,1
诺基亚 第二季度 营收 亿美元 净亏损 亿美元 ,0
我国 光网 建设 发展 迅猛 将 带来 巨额 红利 ,1
无条件 安全 的 量子 通信 这些 知识 你 应该 知道 ,1
德国 沃达丰 成功 商用 G 德国 最快 基站 峰值 速率 达 Mbps ,1
全球 投入 巨资 打响 G 技术标准 争夺战 ,1
从 IT 到 IP 不 做 内容 运营 的 运营商 将 被 淘汰 ,1
全 流量 计费 时代 真的 来 了 或 将 加速 流量 降费 ,1
中国电信 公布 月 运营 数据 G 用户 达万 ,1
三大 运营商 月 成绩单 对比 中国移动 开始 赢家 通吃 ,1
运营商 排名 全 下滑 日子 还 过 得 下去 吗 ,0
中国电信 G 信号 已 覆盖 南沙群岛 个 岛礁 图 ,1
美国政府 正式 为 G 网络 分配 频谱 将 于 年 实现 商用 ,1
谷歌 在 超个 国家 提供 廉价 高速 国际漫游 上网 服务 ,1
常小兵 中国 电信业 一个 时代 的 句号 ,1
张继红 北京 将 重点 布局 G 类脑 计算 和 智能网 联 驾驶 ,1
真才 基 出任 中国电信 副总 管理层 排名 第五 ,1
三大 运营商 拟年 启动 G 商用 ,1
上海 地铁 新 五线 G 全线 开通 速率 最高 可达 M ,1
加拿大 运营商 SaskTel 宣布 明年 月 关闭 CDMA 网络 ,1
中国联通 严禁 违规 从 原籍 或原 工作 地带 合作 商带 干部 ,0
G 将 怎样 影响 宽带 竞争 和 新 应用 ,1
中 移动 终端 质量 报告 华为 系 占据 各 榜单 TOP ,1
长城 宽带 长期 断网 速度 不 达标 出 问题 仍 不 重视 ,0
G 越来越近 速率 将 比 G 快 百倍 ,1
中 移动 公布 G 业务 路线图 ,1
GSMA 亚太区 移动用户 亿年 将 增至 亿 ,1
融合 通信 RCS 一盘 影响 深远 的 棋局 ,1
中 移动 李慧镝 今年 重点 推进 VoLTERCS 及 CA 技术 普及 ,1
运营商 所 讲 的 融合 通信 是 个 啥 ,1
中国 量子 通信 研究 新进展 量子 卫星 携 四大 任务 即将 发射 ,1
全 网通 成 行业标准 谁 会 是 最大 赢家 ,1
韩国 SK 电讯 宣布 进军 中国 OO 市场 ,1
中国移动 独 大 竞争 失衡 下 电信 联通 如何 下好 这盘 棋 ,0
三大 运营商 月 成绩单 公布 后 的 思考 ,1
中国移动 月 G 用户 新增 万 总数 达 亿 ,1
农村 G 提速 电信 联通 获 低频 段 红利 ,1
中国移动 推 视频 直播 客服 面对面 回答 问题 ,1
中国联通 全面 下调 国际漫游 资费 不 限 流量 包天 低至元 ,1
用 了 区块 链 天价 国际 漫游费 或许 就 消失 了 ,1
打击 盗补卡 北京 移动 设防 诈骗 专席 ,1
富士康 印度 扩产 真正 驱动力 是 中国 品牌 ,1
世界 电信 日 写给 五年 后 的 电信 运营商 ,1
中国电信 与 中国联通 联合 发布 宽带 服务 及 K 智能 机顶盒 白皮书 ,1
全 网通 成 行业标准 运营商 服务 会 提高 吗 ,1
融合 大幕 拉开 运营商 该 弄清 的 六件 事 ,1
移动 联通 电信 通杀 魅族 魅蓝 还配 VoLTE ,1
这家 美国公司 起诉 苹果 专利 侵权 要求 索赔 亿美元 ,0
联通 即将 进行 第二次 重要 人事 调整 涉及 集团 和 多省 高层 ,0
白电 纷纷 智能化 市场 反应 叫好 不 叫座 ,0
苹果 在 印度 市场 缘何 遭遇 冰火 两重天 ,0
传 华为 荣耀 产品 副总裁 吴德周 加盟 锤子 科技 后者 迎 多名 VP ,1
年 中国 通信 专利 排名 中兴 OPPO 华为 小米 居前 四 ,1
国台办 无论 电信 诈骗犯 逃 到 哪里 都 要 全力 缉拿 ,1
国内 运营商 重耕 频谱 推进 G 发展 ,1
全球 首款 石墨 烯 柔性 屏 手机 亮相 可缠 在 手腕 上 ,1
诺基亚 赛车场 试验 G 高峰 时 下行 速率 超过 Mbps ,1
取消 手机 漫游费 应有 最后 时间表 ,1
免 流量 服务 成为 监管 机构 眼中钉 多个 国家 颁 禁令 ,0
TCL 通讯 第一季度 净利 万港元 同比 暴跌 ,0
中国 广电 公司 将 成为 第四 大 基础 电信 运营商 ,1
运营商 经营 压力 大年 G 竞争 有增无减 ,0
老罗 仰慕 魅族 魅蓝 邀请函 来自 苹果 老师 ,1
虚商 实名制 再 被 约谈 万 放号 量 几十万 非 实名 ,0
千元 机王 谁 更胜 魅族 魅蓝 notePK 华为 荣耀 X ,1
工信部 约谈 电信 企业 责令 整改 等 虚拟 号码 ,0
中兴通讯 早盘 股价 最大 跌幅 ,0
亨通光电 年 营收 亿元 ,1
联想 移动 召回 神奇 工场 ZUK 手机 或 上演 勤王 故事 ,1
中国 第三方 OS 出海 为 印度 元 手机 做 操作系统 ,1
美政府 将 拨款 亿美元 为 低收入 人群 补贴 网费 ,1
边 走路 边玩 手机 在 美国 或 违法 港媒 监禁 天 ,0
工信部 研究 虚商 商用 相关 政策 ,1
俄媒 中国 智能手机 在 俄 市场 所 占 份额 已达 三成 ,1
魅族 发布 魅蓝 note 这 配置 卖 你 会 买 ,1
评论 中兴 请 不要 止 于 眼前 的 苟且 ,1
G 标准 或 在 两年 内 完成 三星 等 巨头 欲 抢跑 商用 ,1
从 财报 看 走势 运营商 未来 哪家 强 ,1
中国电信 铁塔 中国电信 铁塔 公司 租赁费 比自建高 希望 减 ,0
广东 破获 最大 电信 诈骗案 抓获 人 涉案 亿元 ,1
奥巴马 谷歌 将 为 古巴 建设 宽带 和 WiFi 基础设施 ,1
上海 地铁 免费 WiFi 将 商业化 年底 前 完成 信号 覆盖 ,1
美 调查 称 手机 语音 助理 功能 有限 危机 时刻 难 驰援 ,0
微软 面向 现有 WP 机型 推 WindowsMobile 系统 ,1
广州 三大 运营商 最后通牒 用户 不 实名 登记 将 停机 ,1
中兴 获奖 G 时代 启幕 巨头 产业 合流 阳谋 ,1
G 研发 大幕 开启 终端 硝烟 已燃 ,1
三地 海关 联手 破 团伙 走私 手机 主板 案 涉案 亿 ,0
vivo 冯磊 渠道 乱 象是 个案 用户 已愿 为 价值 买单 ,0
高通 在 美国 遭 罚款 涉嫌 贿赂 中国 国企 高管 获利 ,0
四大 运营商 结盟 推动 G 时代 将 提前 到来 ,1
工信部 年 启动 G 商用 ,1
中国 今年 起 将 进行 G 技术 研发 试验 ,1
业内 预测 G 标准 将 在 今年 出炉 ,1
运营商 G 军备竞赛 走 差异化 路线 ,1
iPhone 正式 开通 中国移动 G 高清 通话 功能 ,1
三家 运营商 冲刺 将 集体 进入 G 时代 ,1
GSMA 各国 政府 应 取消 对 电信 行业 的 并购 限制 ,1
美国 前防长 决定 做 一款 手机游戏 向 丘吉尔 致敬 ,1
BT 和 EE 合并 看 英国 电信 如何 扬长避短 ,1
有望 超越 维珍 移动 蜗牛 移动 布局 ,1
蜗牛 移动 陈艳 通信 是 通用 产品 今年 目标 是 万 用户 ,1
移动 运营商 春节 价格战 提前 打响 ,1
中兴 去年 智能手机 出货 未达 目标 国内 市场 拖后腿 ,0
我国 虚拟 运营 用户数 超万 新增 用户 占 比近 半 ,1
HTC 否认 将 与 王雪红 成立 VR 新 公司 ,0
潘石屹 手机信号 和 网速 比 混凝土 重要 ,1
中国 手机 制造商 将 投资 逾 亿美元 打造 印度 制造 ,1
小米 手机 销量 万台 未达 雷军 的 亿 目标 ,0
欧洲委员会 呼吁 欧洲 加紧 部署 G 担忧 中日韩 领先 ,1
小米 再 与 开 撕 困境 中 的 焦虑 与 浮躁 ,0
中兴 创始人 侯为 贵 卸任 董事长 ,0
中国移动 小 基站 集采 烽烟四起 大厂 态度 微妙 ,0
MHz 广电 的 尚方宝剑 电信 运营商 的 辛酸泪 ,0
联想 将弃 用 摩托罗拉 品牌 改名 Moto ,1
亚洲 电信业 展望 年 乐观主义 大行其道 ,1
北京郊区 通信 实现 全光 网络 ,1
工信部 布局 通信 全面 启动 G 研发 实验 ,1
通信 运营业 十大 事件 ,1
G 高速 宽带 时代 运营商 破局 在 即 ,1
运营商 危机 民营 宽带 和 虚商 的 隐形 夹击 ,0
中国电信 董事长 常小兵 涉嫌 严重 违纪 被查 ,0
今年 提速 降费 目标 完成 部分 网民 为何 没 感觉 ,0
工信部 明年 开展 G 商用 牌照 发放 前期 研究 ,1
工信 部称 已 完成 提速 降费 年度 目标 ,1
三大 运营商 齐发 力年 也 是 国内 G 年 ,1
超低 通信 资费 游戏 专属 福利 蜗牛 移动 打造 一体化 生态圈 ,1
约翰 霍夫曼 物 联网 已经 不是 未来 ,1
G 产业链 千亿 新 商机 涌现 ,1
中国移动 G 用户数 年底 将 超 亿 渗透率 超 ,1
鹏博士 终止 设立 宽带接入 及 应用 发展 基金 ,1
网站 图形 验证码 识读 正确率 为 ,1
王晓初 的 沃 G 给 中国联通 带来 了 什么 ,1
中国联通 发布 聚焦 战略 G 用户量 已达 万 ,1
vivo 冯磊 手机 行业 不分线 上 和 线下 重在 品牌 力 ,1
三星 移动 部门 主管 被 撤下 重点 转向 长期 战略 ,1
中国移动 亿 重组 铁通 ,1
蹭 网 每年 导致 的 经济损失 达 亿元 ,0
成都 上千 固话 出现 故障 电信 设备 负荷 异常 增高 ,0
智能手机 或 导致 美国 交通事故 死亡率 上升 ,0
爱立信 CEO 抓住 移动 宽带 和 云 就是 一切 ,1
中国联通 发行 年 第一期 亿元 短期 融资券 ,1
中 移动 遭 起诉 iPhones 宣传语 违反 新 广告法 ,0
中国联通 的 双十 一 短信 峰值 条秒 ,1
新华社 是 谁 闲着没事 编 软件 偷 流量 ,0
成都 移动 万非 实名 手机卡 今起 单向 停机 ,1
上海 电信 将 对外开放 TB 数据 ,1
我国 G 技术 进入 基本 性 研究 新 阶段 ,1
欧洲 智能手机 三季度 销量 华为 跃居 第二 ,1
美国 无线 运营商 斯普林 特 计划 减支 亿美元 ,0
李嘉诚 亿美元 收购 英国 运营商 案遭 反垄断 调查 ,0
中移 互联网 公司 正式 成立 洪小勤 任 总经理 ,1
蜗牛 移动 虚商 业务 玩新招 打通 游戏 通信 二脉 ,1
普京 送给 习 大大的 YotaPhone 明年 将 推出 第代 ,1
华为 内销 逼近 小米 独角兽 小米 的 美丽 与 哀愁 ,1
中国 光纤 接入 用户 突破 亿 大关 总数 达 亿户 ,1
联通 用户 抢折 流量 包弄 瘫 服务器 ,0
前 九月 我国 通信 设备 业 销售 产值 达 亿元 ,1
中国联通 与 喀麦隆 电信 建跨 大西洋 海缆 ,1
美 运营商 网络 存 漏洞 影响 所有 Android 设备 ,0
工信部 公布 个 年度 宽带 中国 示范 城市 ,1
广东 移动 原 董事长 老婆 认罪 想 回家 全听 组织 的 ,0
国际电联 年 世界 电信展 开幕 ,1
年 中国移动 转售 业务 全面 开放 虚商 迎新 政策 ,1
二手手机 销售 受欢迎 数据 被 复活 恐 泄露 隐私 ,0
我国 一年 淘汰 近 亿 部手机 回收 制度 不 完善 ,0
流量 不 清零 为何 不能 滚存 更 长时间 ,0
G 离 我们 有多远 将 带来 三大 革命性 变化 ,1
两部委 年底 前 完成 大城市 通信 基础设施 规划 ,1
